ms,pressure
48,99.7890929757254
60,99.7707703563115
72,99.8074155951394
84,99.8929211524045
96,99.9967493290836
108,100.094469965958
120,100.216620762051
132,100.296018779512
144,100.399846956191
156,100.467029894042
168,100.534212831893
180,100.589180690135
192,100.631933468767
204,100.570858070721
216,100.619718389158
228,100.619718389158
240,100.509782672674
252,100.332664018339
264,100.112792585372
276,99.953996550451
288,99.8379532941626
310,99.7952005155301
332,99.8868136125999
344,99.9173513116231
356,99.9662116300603
368,100.015071948498
380,99.9234588514278
392,99.8440608339673
404,99.9051362320138
416,99.953996550451
428,99.8745985329906
440,99.8684909931859
452,99.8684909931859
464,99.8562759135766
476,99.8745985329906
488,99.9051362320138
500,100.039502107716
512,100.125007664981
524,100.179975523223
536,100.198298142637
548,100.186083063028
560,100.1494378242
572,100.094469965958
584,100.008964408693
596,99.8807060727952
608,99.7646628165068
620,99.6486195602184
632,99.5875441621719
644,99.5386838437347
656,99.5814366223672
668,99.5875441621719
680,99.6180818611952
692,99.673049719437
704,99.6852647990463
716,99.6486195602184
728,99.7463401970929
740,99.8745985329906
752,99.9356739310371
764,99.8196306747487
776,99.813523134944
788,99.813523134944
800,99.8196306747487
812,99.831845754358
824,99.9234588514278
836,100.033394567912
846,100.082254886349
860,100.076147346544
890,100.033394567912
902,99.8807060727952
914,99.7952005155301
926,99.7402326572882
938,99.6791572592417
950,99.691372338851
962,99.7158024980696
974,99.7829854359208
986,99.850168373772
998,99.9051362320138
1010,99.9173513116231
1022,99.8929211524045
1034,99.7707703563115
1046,99.6364044806091
1058,99.6425120204138
1070,99.7096949582649
1082,99.7463401970929
1094,99.8379532941626
1106,99.8684909931859
1118,99.8745985329906
1130,99.813523134944
1142,99.8196306747487
1154,99.813523134944
1166,99.813523134944
1178,99.8074155951394
1190,99.8196306747487
1202,99.831845754358
1214,99.8868136125999
1226,99.9784267096696
1238,100.039502107716
1250,100.076147346544
1262,100.106685045567
1274,100.112792585372
1286,100.106685045567
1298,100.045609647521
1310,99.972319169865
1322,99.9173513116231
1334,99.8379532941626
1346,99.7768778961161
1358,99.7341251174836
1370,99.6791572592417
1382,99.6486195602184
1394,99.6547271000231
1406,99.6669421796324
1418,99.6669421796324
1438,99.7035874184603
1462,99.9112437718185
1474,99.9234588514278
1486,99.8929211524045
1498,99.8929211524045
1510,99.8807060727952
1522,99.8807060727952
1534,99.8929211524045
1546,99.9051362320138
1558,99.9478890106464
1570,100.051717187325
1582,100.118900125177
1594,100.137222744591
1606,100.143330284395
1618,100.112792585372
1630,100.076147346544
1642,100.015071948498
1654,99.9417814708417
1666,99.8562759135766
1678,99.7707703563115
1690,99.7035874184603
1702,99.6852647990463
1714,99.6364044806091
1726,99.6486195602184
1738,99.673049719437
1750,99.6974798786556
1762,99.7280175776789
1774,99.7463401970929
1786,99.7585552767022
1798,99.8013080553347
1810,99.8990286922092
1822,99.9784267096696
1834,100.033394567912
1846,99.953996550451
1858,99.9417814708417
1870,99.9478890106464
1882,99.9417814708417
1894,99.9478890106464
1906,99.972319169865
1918,100.100577505763
1930,100.167760443614
1942,100.210513222246
1954,100.222728301856
1966,100.204405682442
1978,100.179975523223
2000,100.05782472713
2022,99.691372338851
2034,99.5631140029533
2046,99.4837159854928
2058,99.4653933660789
2070,99.4776084456882
2082,99.5081461447114
2094,99.5753290825626
2106,99.6608346398277
2118,99.7585552767022
2130,99.850168373772
2142,99.9173513116231
2154,99.9967493290836
2166,100.063932266935
2178,100.082254886349
2190,99.9662116300603
2202,99.972319169865
2214,99.9784267096696
2226,99.972319169865
2238,99.9662116300603
2250,99.9478890106464
2262,99.9417814708417
2274,99.9417814708417
2286,99.9356739310371
2298,99.9234588514278
2310,99.9173513116231
2322,99.9295663912324
2334,99.9173513116231
2346,99.9173513116231
2358,99.9173513116231
2370,99.9173513116231
2382,99.9295663912324
2394,99.9417814708417
2406,99.9784267096696
2418,100.045609647521
2430,100.143330284395
2442,100.234943381465
2454,100.32044893873
2466,100.387631876581
2478,100.442599734823
2490,100.485352513456
2502,100.485352513456
2514,100.405954495995
2526,100.204405682442
2536,99.9967493290836
2550,99.8013080553347
2580,99.7341251174836
2592,99.7402326572882
2604,99.7524477368975
2616,99.7402326572882
2628,99.7524477368975
2640,99.7280175776789
2652,99.7158024980696
2664,99.7035874184603
2676,99.6974798786556
2688,99.6974798786556
2700,99.6852647990463
2712,99.6974798786556
2724,99.7035874184603
2736,99.7035874184603
2748,99.691372338851
2760,99.7158024980696
2772,99.7219100378743
2784,99.7096949582649
2796,99.6974798786556
2808,99.7035874184603
2820,99.7096949582649
2832,99.7402326572882
2844,99.8257382145533
2856,99.953996550451
2868,100.051717187325
2880,100.100577505763
2892,100.112792585372
2904,100.106685045567
2916,100.070039806739
2928,100.008964408693
2940,99.8868136125999
2952,99.7402326572882
2964,99.6180818611952
2976,99.5264687641254
2988,99.4653933660789
3000,99.4409632068602
3012,99.4348556670556
3024,99.4531782864696
3036,99.5081461447114
3048,99.5570064631486
3060,99.6180818611952
3072,99.6608346398277
3084,99.6364044806091
3096,99.6669421796324
3112,99.7219100378743
3142,99.8196306747487
3154,99.7402326572882
3166,99.7585552767022
3178,99.7524477368975
3190,99.7402326572882
3202,99.7402326572882
3214,99.7402326572882
3226,99.7524477368975
3238,99.7707703563115
3250,99.7707703563115
3262,99.7707703563115
3274,99.7646628165068
3286,99.7829854359208
3298,99.7707703563115
3310,99.7646628165068
3322,99.7646628165068
3334,99.7768778961161
3346,99.7707703563115
3358,99.7768778961161
3370,99.7890929757254
3382,99.7768778961161
3394,99.7829854359208
3406,99.7952005155301
3418,99.7890929757254
3430,99.7890929757254
3442,99.7768778961161
3454,99.7768778961161
3466,99.7829854359208
3478,99.7890929757254
3490,99.7829854359208
3502,99.7890929757254
3514,99.7890929757254
3526,99.7768778961161
3538,99.7829854359208
3550,99.7829854359208
3562,99.7952005155301
3574,99.8013080553347
3586,99.8074155951394
3598,99.8196306747487
3610,99.8196306747487
3622,99.8379532941626
3634,99.8379532941626
3646,99.8196306747487
3658,99.8257382145533
3672,99.8440608339673
3702,99.8562759135766
3716,99.8623834533813
3728,99.8745985329906
3740,99.8929211524045
3752,99.9112437718185
3764,99.9662116300603
3776,100.070039806739
3788,100.161652903809
3800,100.222728301856
3812,100.265481080488
3824,100.253266000879
3836,100.216620762051
3848,100.210513222246
3860,100.143330284395
3872,100.082254886349
3884,99.9967493290836
3896,99.953996550451
3908,99.9112437718185
3920,99.8807060727952
3932,99.8745985329906
3944,99.8562759135766
3956,99.8807060727952
3968,99.8990286922092
3980,99.8990286922092
3992,99.8562759135766
4004,99.8013080553347
4016,99.7768778961161
4028,99.8074155951394
4040,99.8562759135766
4052,99.8807060727952
4064,99.9173513116231
4076,99.9112437718185
4088,99.8990286922092
4100,99.9051362320138
4112,99.8990286922092
4124,99.8990286922092
4136,99.9051362320138
4148,99.9112437718185
4160,99.8929211524045
4172,99.8868136125999
4184,99.8929211524045
4196,99.8929211524045
4208,99.9051362320138
4220,99.9112437718185
4234,99.9478890106464
4264,100.179975523223
4276,100.314341398926
4288,100.357094177558
4300,100.369309257167
