ms,pressure
48,99.7416691868489
60,98.5934929502566
72,95.4726522220724
84,94.4832663160727
94,95.9673451750723
108,95.3932570567761
138,95.1795008425169
150,94.7336664527763
162,94.4099784711838
174,94.110719771221
186,93.237372952962
198,92.7365726795548
210,92.0159088714809
222,91.42960611237
234,89.8844540492964
246,88.5469508800746
258,87.2521989537046
270,85.8536225804088
282,84.2046460704093
294,82.604528123669
306,81.1570931871139
318,79.9295217852254
330,78.6714137812999
342,77.5293448651151
354,76.533851638708
366,75.5566803735231
2000,79.0740640616135
2012,80.9248480545205
2024,83.1054747392327
2036,85.3593997999017
2048,87.7599216124841
2060,89.903899109218
2072,91.7668994981178
2084,93.4038965611511
2096,94.7843493083359
2108,95.9265823336613
2120,96.8672448251058
2132,97.6796351586261
2144,98.2721303642762
2156,98.6935960260273
2168,98.9928977278505
2180,99.2555502416954
2192,99.4693371715692
2204,99.6709077054501
2216,99.82361265536
2228,99.964101209277
2240,100.061832377219
2866,96.6915876071604
2878,89.3564323017729
2898,87.4325572633074
2922,81.0623932470551
2934,76.8726209410636
4588,81.0653366084375
4600,85.0173407121037
4612,87.7660298104805
4624,90.0260630691458
4636,91.8524142700673
4648,93.6298998870176
4660,95.1630575841122
4672,96.3908053813872
4684,97.2031957149074
4696,97.6674187626333
4708,98.0461270384096
4720,98.4126189181932
4732,98.8646255699263
4744,99.2738748356846
4756,99.6037175274898
4768,99.8297208533563
4780,99.964101209277
4792,100.006858595252
5418,87.0506573802602
5430,85.8780518620384
5442,87.1422671863713
5454,89.5913026697409
5466,85.8780518620384
5478,82.6167427644838
5490,80.0333462321513
5502,76.5094223570783
5514,73.5229426778571
5538,73.4893120366285
5550,75.9758843892372
5562,79.2689126399892
5574,82.7024597214783
5586,85.671683710097
5598,88.0177372319686
5610,90.1866148368238
5622,92.0866738089646
5634,93.6995856052513
5646,94.9581455675053
5658,95.9845439833241
5674,96.8887521115455
5704,98.2267357607379
5716,98.996534572602
5728,99.3081198059755
5740,99.625814553729
5752,99.8518665857843
5764,100.090137646599
5910,89.3963939849051
5922,94.2887091056264
5934,90.7523165277268
5946,92.2242864953845
5958,88.9566353223684
5970,89.5124414097412
5982,87.6923291675753
