ms,pressure
46,100.05778293181
58,98.9027904208003
70,98.6248510464931
82,98.5136752967702
94,98.3839702554269
106,98.3036766584048
118,98.1801480476016
130,98.1307366032803
142,98.0442665757181
154,98.0133844230173
166,98.0257372840976
178,97.9083851038346
190,97.883679381674
202,97.846620798433
214,97.8157386457322
226,97.8404443678929
238,97.7972093541117
250,97.7910329235716
262,97.8157386457322
274,97.7477979097905
286,97.7477979097905
298,97.7601507708708
310,97.7169157570897
322,97.7045628960093
334,97.7354450487101
346,97.6860336043889
358,97.6551514516881
370,97.6860336043889
382,97.6736807433086
394,97.6675043127684
406,97.6366221600676
418,97.692210034929
430,97.6427985906078
442,97.6551514516881
454,97.6736807433086
466,97.6427985906078
478,97.6798571738487
490,97.6427985906078
502,97.5810342852062
514,97.6304457295274
526,97.6180928684471
538,97.6551514516881
550,97.611916437907
562,97.5933871462865
576,97.6613278822282
606,97.6057400073668
618,97.5625049935857
630,97.6180928684471
642,97.6180928684471
654,97.6304457295274
666,97.611916437907
678,97.574857854666
690,97.5501521325054
702,97.6057400073668
714,97.5686814241258
726,97.5501521325054
738,97.5501521325054
750,97.6057400073668
762,97.574857854666
774,97.5810342852062
786,97.5501521325054
798,97.5007406881841
810,97.5625049935857
822,97.537799271425
834,97.5439757019652
846,97.4636821049431
858,97.4760349660234
870,97.4760349660234
882,97.420447091162
894,97.4451528133227
906,97.3710356468407
918,97.3833885079211
930,97.2845656192785
942,97.2907420498187
954,97.2475070360376
966,97.1610370084753
978,97.1919191611761
990,97.0560376892926
1002,96.8954504952485
1014,96.605158259861
1026,96.3272188855538
1038,95.9936916363852
1050,95.5057536237126
1062,94.8386991253754
1074,94.1531153354177
1086,93.3069443514159
1098,92.2075397152675
1110,91.13901723182
1122,90.3546105532197
1138,89.7246146381235
1168,88.6684450157562
1180,87.7049218514914
1192,87.3158067274613
1204,86.8463980064092
1216,86.4016950075177
1228,85.9199334253853
1240,85.518465440275
1252,85.1911146216465
1264,84.8081759281566
1276,84.4252372346668
1288,84.1349449992793
1300,83.8261234722713
1312,83.5111255147232
1324,83.2949504458176
1336,83.0046582104301
1348,82.7328952666631
1360,82.4920144755969
1372,82.3252508510126
1384,82.0596643377857
1396,81.83731283834
1408,81.6396670610549
1420,81.4852562975509
1432,81.2876105202658
1444,81.1517290483823
1456,81.0096711459586
1468,80.8552603824547
1480,80.6390853135491
1492,80.5711445776073
1504,80.3796752308624
1516,80.249970189519
1528,80.0585008427741
1540,79.9287958014308
1552,79.8052671906276
1564,79.7249735936055
1576,79.6076214133425
1588,79.471739941459
1600,79.3543877611959
1612,79.2061534282321
1624,79.12585983121
1636,78.9343904844651
1648,78.9405669150053
1660,78.7861561515013
1672,78.619392526917
1684,78.5020403466539
1700,78.5020403466539
1730,78.2611595555877
1742,78.001749472901
1754,77.9585144591199
1766,77.8782208620978
1778,77.7855744039955
1790,77.6002814877907
1802,77.5570464740096
1814,77.458223585367
1826,77.3717535578048
1838,77.2791070997024
1850,77.2049899332205
1862,77.1432256278189
1874,77.0567556002567
1886,76.951756281074
1898,76.8652862535117
1910,76.8220512397306
1922,76.7788162259495
1934,76.6305818929857
1946,76.5626411570439
1958,76.4947004211022
1970,76.4823475600218
1982,76.3526425186785
1994,76.2476431994958
2006,76.1117617276123
2018,76.0870560054516
2030,76.0499974222107
2042,75.9202923808673
2054,75.9388216724878
2066,75.8955866587067
2078,75.8152930616846
2090,75.7041173119618
2102,75.6608822981807
2114,75.6176472843995
2126,75.5991179927791
2138,75.518824395757
2150,75.4200015071144
2162,75.4138250765743
2174,75.3767664933333
2186,75.3026493268514
2198,75.2594143130703
2210,75.2223557298293
2222,75.2408850214498
2234,75.2223557298293
2246,75.1914735771285
2262,75.1050035495663
2292,75.0432392441647
2304,75.0308863830844
2316,74.9691220776828
3948,100.002195056949
4570,96.6545697041823
4582,93.9554695581326
4594,93.2081214627733
4606,92.2198925763478
4618,89.8296139573062
4630,87.3590417412425
4642,85.5864061762167
4654,83.8570056249721
4666,82.1399579348078
4678,80.4723216889648
4690,79.2679177336337
4702,78.5143932077343
4714,78.0326316256018
4726,77.612634348871
4738,77.2914599607827
4750,77.0752848918771
4762,76.951756281074
4774,76.8344041008109
4786,76.760286934329
4798,76.6738169067668
4810,76.5935233097447
4822,76.4947004211022
4834,76.451465407321
4846,76.3835246713793
4858,76.3649953797588
4870,76.2538196300359
4882,76.2414667689556
4894,76.1920553246344
4906,76.0747031443713
4918,76.0561738527508
4930,75.9820566862689
4942,75.9141159503272
4954,75.8708809365461
4966,75.7597051868232
4978,75.7597051868232
4990,75.7102937425019
5002,75.5805887011586
5014,75.5126479652168
5026,75.4632365208955
5038,75.4261779376546
5052,75.2717671741506
5082,75.1729442855081
5094,75.0432392441647
6722,100.029403806025
7344,97.2871660585714
7356,93.9705406748273
7368,93.0441090033905
7380,91.2900650388033
7392,86.867897860478
7404,81.7045853450031
7416,79.2464533101239
7428,78.0667969818276
7440,77.3194754335352
7452,76.5412728295282
7464,75.991590037809
7476,75.6024887358056
7488,75.3739689235178
7500,75.2072112226591
7512,75.0342773106576
7524,74.8984006655135
7546,75.0065266942888
7558,78.1513348980176
7570,87.2397688227429
7582,94.3202210849694
7594,98.1137618258133
7606,99.3061940130818
7618,99.6398278893123
7630,99.7819312069661
7642,99.9054993092737
7654,99.9734617655429
